1 1
2 2
3 3
4 2
5 3
6 5
7 7
8 3
9 1
10 10


1 1
2 30
3 1
4 1
5 1
6 1
7 1
8 -30
9 1
10 1


1 1 1 1
1.01 1.01 1.00821 1.01
1.02 1.02 1.01642 1.02
1.03 1.03 1.02463 1.03
1.04 1.04 1.03285 1.04
1.05 1.05 1.04107 1.05
1.06 1.06 1.0493 1.06
1.07 1.07 1.05753 1.07
1.08 1.08 1.06577 1.08
1.09 1.09 1.07402 1.09
1.1 1.1 1.08227 1.1
1.11 1.11 1.09054 1.11
1.12 1.12 1.09882 1.12
1.13 1.13 1.10712 1.13
1.14 1.14 1.11542 1.14
1.15 1.15 1.12375 1.15
1.16 1.16 1.13208 1.16
1.17 1.17 1.14044 1.17
1.18 1.18 1.14881 1.18
1.19 1.19 1.15721 1.19
1.2 1.2 1.16562 1.2
1.21 1.21 1.17406 1.21
1.22 1.22 1.18251 1.22
1.23 1.23 1.19099 1.23
1.24 1.24 1.1995 1.24
1.25 1.25 1.20803 1.25
1.26 1.26 1.21659 1.26
1.27 1.27 1.22518 1.27
1.28 1.28 1.23379 1.28
1.29 1.29 1.24244 1.29
1.3 1.3 1.25112 1.3
1.31 1.31 1.25983 1.31
1.32 1.32 1.26857 1.32
1.33 1.33 1.27734 1.33
1.34 1.34 1.28616 1.34
1.35 1.35 1.29501 1.35
1.36 1.36 1.30389 1.36
1.37 1.37 1.31282 1.37
1.38 1.38 1.32178 1.38
1.39 1.39 1.33079 1.39
1.4 1.4 1.33984 1.4
1.41 1.41 1.34893 1.41
1.42 1.42 1.35806 1.42
1.43 1.43 1.36724 1.43
1.44 1.44 1.37647 1.44
1.45 1.45 1.38574 1.45
1.46 1.46 1.39506 1.46
1.47 1.47 1.40443 1.47
1.48 1.48 1.41385 1.48
1.49 1.49 1.42333 1.49
1.5 1.5 1.43285 1.5
1.51 1.51 1.44243 1.51
1.52 1.52 1.45207 1.52
1.53 1.53 1.46176 1.53
1.54 1.54 1.4715 1.54
1.55 1.55 1.48131 1.55
1.56 1.56 1.49117 1.56
1.57 1.57 1.5011 1.57
1.58 1.58 1.51108 1.58
1.59 1.59 1.52113 1.59
1.6 1.6 1.53124 1.6
1.61 1.61 1.54142 1.61
1.62 1.62 1.55166 1.62
1.63 1.63 1.56197 1.63
1.64 1.64 1.57234 1.64
1.65 1.65 1.58279 1.65
1.66 1.66 1.5933 1.66
1.67 1.67 1.60388 1.67
1.68 1.68 1.61454 1.68
1.69 1.69 1.62527 1.69
1.7 1.7 1.63608 1.7
1.71 1.71 1.64695 1.71
1.72 1.72 1.65791 1.72
1.73 1.73 1.66894 1.73
1.74 1.74 1.68005 1.74
1.75 1.75 1.69125 1.75
1.76 1.76 1.70252 1.76
1.77 1.77 1.71387 1.77
1.78 1.78 1.72531 1.78
1.79 1.79 1.73683 1.79
1.8 1.8 1.74843 1.8
1.81 1.81 1.76012 1.81
1.82 1.82 1.7719 1.82
1.83 1.83 1.78376 1.83
1.84 1.84 1.79572 1.84
1.85 1.85 1.80776 1.85
1.86 1.86 1.8199 1.86
1.87 1.87 1.83213 1.87
1.88 1.88 1.84445 1.88
1.89 1.89 1.85687 1.89
1.9 1.9 1.86938 1.9
1.91 1.91 1.88199 1.91
1.92 1.92 1.8947 1.92
1.93 1.93 1.9075 1.93
1.94 1.94 1.92041 1.94
1.95 1.95 1.93341 1.95
1.96 1.96 1.94652 1.96
1.97 1.97 1.95974 1.97
1.98 1.98 1.97305 1.98
1.99 1.99 1.98647 1.99
2 2 2 2
2.01 2.01 2.01363 2.01007
2.02 2.02 2.02737 2.02026
2.03 2.03 2.0412 2.03058
2.04 2.04 2.05513 2.04102
2.05 2.05 2.06914 2.05158
2.06 2.06 2.08323 2.06226
2.07 2.07 2.09739 2.07304
2.08 2.08 2.11163 2.08393
2.09 2.09 2.12593 2.09491
2.1 2.1 2.14029 2.106
2.11 2.11 2.1547 2.11718
2.12 2.12 2.16916 2.12845
2.13 2.13 2.18367 2.1398
2.14 2.14 2.19821 2.15124
2.15 2.15 2.21278 2.16275
2.16 2.16 2.22738 2.17434
2.17 2.17 2.24201 2.18599
2.18 2.18 2.25664 2.19771
2.19 2.19 2.27129 2.20949
2.2 2.2 2.28595 2.22133
2.21 2.21 2.3006 2.23323
2.22 2.22 2.31525 2.24517
2.23 2.23 2.32989 2.25716
2.24 2.24 2.34451 2.26918
2.25 2.25 2.35911 2.28125
2.26 2.26 2.37369 2.29335
2.27 2.27 2.38823 2.30548
2.28 2.28 2.40274 2.31763
2.29 2.29 2.4172 2.32981
2.3 2.3 2.43161 2.342
2.31 2.31 2.44597 2.35421
2.32 2.32 2.46027 2.36642
2.33 2.33 2.4745 2.37864
2.34 2.34 2.48867 2.39086
2.35 2.35 2.50276 2.40308
2.36 2.36 2.51677 2.4153
2.37 2.37 2.53069 2.4275
2.38 2.38 2.54453 2.43969
2.39 2.39 2.55826 2.45185
2.4 2.4 2.5719 2.464
2.41 2.41 2.58542 2.47612
2.42 2.42 2.59884 2.48821
2.43 2.43 2.61213 2.50026
2.44 2.44 2.62531 2.51228
2.45 2.45 2.63835 2.52425
2.46 2.46 2.65126 2.53618
2.47 2.47 2.66403 2.54805
2.48 2.48 2.67665 2.55987
2.49 2.49 2.68912 2.57163
2.5 2.5 2.70144 2.58333
2.51 2.51 2.7136 2.59497
2.52 2.52 2.72559 2.60653
2.53 2.53 2.73741 2.61802
2.54 2.54 2.74905 2.62942
2.55 2.55 2.76051 2.64075
2.56 2.56 2.77178 2.65199
2.57 2.57 2.78286 2.66314
2.58 2.58 2.79373 2.67419
2.59 2.59 2.80441 2.68515
2.6 2.6 2.81487 2.696
2.61 2.61 2.82512 2.70675
2.62 2.62 2.83515 2.71738
2.63 2.63 2.84496 2.7279
2.64 2.64 2.85453 2.7383
2.65 2.65 2.86387 2.74858
2.66 2.66 2.87296 2.75874
2.67 2.67 2.88181 2.76876
2.68 2.68 2.8904 2.77865
2.69 2.69 2.89874 2.78839
2.7 2.7 2.90681 2.798
2.71 2.71 2.91462 2.80746
2.72 2.72 2.92215 2.81677
2.73 2.73 2.9294 2.82592
2.74 2.74 2.93637 2.83492
2.75 2.75 2.94305 2.84375
2.76 2.76 2.94943 2.85242
2.77 2.77 2.95551 2.86091
2.78 2.78 2.96129 2.86923
2.79 2.79 2.96675 2.87737
2.8 2.8 2.9719 2.88533
2.81 2.81 2.97672 2.89311
2.82 2.82 2.98122 2.90069
2.83 2.83 2.98538 2.90808
2.84 2.84 2.98921 2.91526
2.85 2.85 2.99269 2.92225
2.86 2.86 2.99582 2.92903
2.87 2.87 2.9986 2.9356
2.88 2.88 3.00102 2.94195
2.89 2.89 3.00307 2.94809
2.9 2.9 3.00475 2.954
2.91 2.91 3.00606 2.95969
2.92 2.92 3.00698 2.96514
2.93 2.93 3.00752 2.97036
2.94 2.94 3.00766 2.97534
2.95 2.95 3.00741 2.98008
2.96 2.96 3.00676 2.98458
2.97 2.97 3.00569 2.98882
2.98 2.98 3.00422 2.99281
2.99 2.99 3.00232 2.99653
3 3 3 3
3.01 3.00947 2.99725 2.98993
3.02 3.01789 2.99408 2.97974
3.03 3.02529 2.9905 2.96942
3.04 3.03168 2.98651 2.95898
3.05 3.03708 2.98213 2.94842
3.06 3.04152 2.97736 2.93774
3.07 3.04501 2.97221 2.92696
3.08 3.04757 2.96669 2.91607
3.09 3.04923 2.96081 2.90509
3.1 3.05 2.95457 2.894
3.11 3.0499 2.94799 2.88282
3.12 3.04896 2.94107 2.87155
3.13 3.04719 2.93382 2.8602
3.14 3.04461 2.92625 2.84876
3.15 3.04125 2.91837 2.83725
3.16 3.03712 2.91019 2.82566
3.17 3.03224 2.90171 2.81401
3.18 3.02664 2.89294 2.80229
3.19 3.02033 2.8839 2.79051
3.2 3.01333 2.87458 2.77867
3.21 3.00567 2.86501 2.76677
3.22 2.99736 2.85518 2.75483
3.23 2.98842 2.84511 2.74284
3.24 2.97888 2.8348 2.73082
3.25 2.96875 2.82426 2.71875
3.26 2.95805 2.8135 2.70665
3.27 2.94681 2.80253 2.69452
3.28 2.93504 2.79136 2.68237
3.29 2.92276 2.78 2.67019
3.3 2.91 2.76845 2.658
3.31 2.89677 2.75672 2.64579
3.32 2.88309 2.74482 2.63358
3.33 2.86899 2.73276 2.62136
3.34 2.85448 2.72055 2.60914
3.35 2.83958 2.7082 2.59692
3.36 2.82432 2.69571 2.5847
3.37 2.80871 2.6831 2.5725
3.38 2.79277 2.67036 2.56031
3.39 2.77653 2.65752 2.54815
3.4 2.76 2.64457 2.536
3.41 2.7432 2.63153 2.52388
3.42 2.72616 2.61841 2.51179
3.43 2.70889 2.60521 2.49974
3.44 2.69141 2.59194 2.48772
3.45 2.67375 2.57861 2.47575
3.46 2.65592 2.56524 2.46382
3.47 2.63794 2.55181 2.45195
3.48 2.61984 2.53836 2.44013
